packagecode,groupid,modelid,groupname,modelname,hardwareversion,networkprovider,mainfirmwaretype,mainfirmware,coprocfirmwaretype,coprocfirmware,mainsettingsname,mainsettingsid,coprocsettingname,plsign,isvalid,updatedby,updatedat,disable
2434,2023,1682,Greenfuel,BMS_Greenfuel_GF1_JBD500_2024_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,8E2D4F2C835E656FE11E4F0BF6C37B56A5288E853A312FFF2D42A50061349DF4,AA08C389793280E6D11A2934D51E46BD8245BE69C99B5F48CD4B7A8B77BDA252,5F9C0154F9181A7438757482984FA141EE10D256519964D61B4502D64D95C95C,false,varashebkanthi@intellicar.in,1740470655752,false
2445,4026,1265,PASFREIGHT,Truck_Eicher_Pro 2110_Pro_2023_D_MT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,4CA02CEB41EE463BE98B7A8937A249ED160C9A3D3BE55A6E64E1F25716AEBBC1,4DF736967582258256C0FEDD3411F07618199C3239A7934969953B64FF4FED45,false,varashebkanthi@intellicar.in,1740470655844,false
2452,3128,1250,stefen_electric,BMS_Stefen_48V_4G_250Kbps_2023_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_AUG_05_2024_11_CHARGER_SENSE,,5C08EB6381216AA9C054394A269594B0E28F17817A69016AD807CA274E327D8B,6D0A00201627DBC3432C23A6A588E3AC9C1BF57F59EAB3A5E3A6B007DC98F81B,C20BF6BDB3E6A761D157A215A6585F2C148EF15D0C0F5FDC0306F6FD00D6ED6C,false,varashebkanthi@intellicar.in,1740470655931,false
2462,3901,1273,Quantum,eBike_Quantum_Bziness_EV_2023_EV_AT,P25V3,AIOT,,LAFMV2-4G_EC200UCN-P25V3-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V3_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,A35F827620C6B3EEB64C04909105ED2F260F21A1F07012FA2D14EA3F73ACE218,B499607673D03D0DF7CBC425E60773A3C9722905F129FA08C43D71C2A2C885A1,false,varashebkanthi@intellicar.in,1740470656020,false
2472,5855,1206,demo.hero,Car_Tata_Xpress -T_Electra_2022_EV_AT,SFF-V2,AIOT,,LAFMV2-2G_MC60-SFF-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CANIO_2G_SFF_IO_SEP_18_2024_18_BLU_TIGOR_KLE_HAHB_OS,,6640C270A9005B069FCEAA6AF7FA183D6EC6F71405AB4FADED62278D8E7E6146,E31B72F12159FA54021CD37F4977B6D395E2027CF3E424F4AF9B334028C56815,9B10DB35F4510A5509955DC9DB5A5047AE88616A8DE2D6CB432E8D35C2E2A86F,false,varashebkanthi@intellicar.in,1740470656108,false
2482,3128,0,stefen_electric,____0__,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_4_0,,,A595720B72D997EB32EE6B41A4F5E1CD0DDC8C142ED6426B77A84E4D8C0CB283,ED4453B59B9B0BAE6B7F38BE9538C453362C705412CE7CAFD8E8E0084100CA6E,false,varashebkanthi@intellicar.in,1740470656198,false
2492,3623,1182,Greenifit,eBike_BGauss_D15i_Default_2022_EV_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470656286,false
2329,4155,1497,PointO,BMS_Neuron_52 V_Battery Smart 500K_2023_EV_AT,P22V5,AIOT,,LAFMV2-4G_EC200UCN-P22V5-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V5_SEP_13_2024_14,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,D6BB2AC93EF4D0C53D621F41988910A347A8B5A5D3ADE599D316D4E8F6428271,7D06BA6E3B3FDEE5377D269FE3925C597168306190A01155950D90BDFD72D9F6,false,varashebkanthi@intellicar.in,1740470654789,false
2338,2541,1149,Upgrid_Mobility,BMS_Inverted_48V_V1_2022_EV_AT,P22V6,AIOT,,LAFMV2-4G_EC200UCN-P22V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V6_SEP_13_2024_14,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,50D4B508AFC45F691D6127BD8519350406CB66106A10F2E31BD0FA4604289E81,44B388B38E4F84443339B75D311CA9EFBA5E47DC625888DE88A9879A1B9B57DE,false,varashebkanthi@intellicar.in,1740470654882,false
2347,3758,1847,Likraft,BMS_Likraft_51.2V 80Ah LFP_LITHION 500_2025_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V9-AUG_17_2024_11-DNS-AIOT,,LAFC_CAN_P22V9_AUG_05_2024_11_CHARGER_SENSE,,0000000000000000000000000000000000000000000000000000000000000000,9BBBFA5D4370ABB1E7F6D467237AA12C5B1A77348D9F5203536EDC1F3320804D,4BB998FD7545A4603379A095C4ED5F8F88B3AFEA95E6378521BD0B4A8267EDED,false,varashebkanthi@intellicar.in,1740470654973,false
2359,3653,1324,Noori_Travels,Car_Maruti_Swift_Default_2022_P_MT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470655066,false
2369,4073,936,ACP_law_and_order,Car_Mahindra_Bolero_Default_2019_D_MT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,00D4BBFB7533E577909129EB3019E243CA4F2A9644DCC3C5673821AC8DA63C77,F825E783C607D4F340E453565AD34699EFD07A0B01B1EEF7894C2C01CDD7B318,false,varashebkanthi@intellicar.in,1740470655158,false
2380,2541,1578,Upgrid_Mobility,BMS_Inverted_48V_SuperPower_Default_2024_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_OCT_11_2024_15_INTELLIBAT,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,970976BF4155A6F478E25C0AE1BED4D0ABFE591300F24FB06C854A018BDEAE62,D3351DCED34F1686C12CE487AF1B8889C707322FAF9E3680C565AEF2D72357DD,false,varashebkanthi@intellicar.in,1740470655250,false
2390,4546,974,Stride,Auto_Bajaj_Maxima_Default_2020_D_MT,P25V9,AIOT,,LAFMV2-4G_EC200UCN-P25V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V9_SEP_13_2024_14,,0000000000000000000000000000000000000000000000000000000000000000,156FE4A1BF198713FA3C8C860898DBEE376F68869B84191BE6DAE6EB3AA2D43D,DA08E8B3DF0C7770B15959C474F928AC4B96E77EC692416DAEF5CDA42C7D8041,false,varashebkanthi@intellicar.in,1740470655343,false
2400,1822,1451,Amplus,eBike_Quantum_Bziness_Trontek BMS_2023_EV_AT,P25V6,AIRTEL,,LAFM_4G_P25V6_SEPT_12_2023_10_S,,LAFC_CAN_P25V6_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,A35F827620C6B3EEB64C04909105ED2F260F21A1F07012FA2D14EA3F73ACE218,B499607673D03D0DF7CBC425E60773A3C9722905F129FA08C43D71C2A2C885A1,false,varashebkanthi@intellicar.in,1740470655436,false
2410,1822,1073,Amplus,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2021_EV_AT,SFF-V2,AIOT,,LAFMV2-2G_MC60-SFF-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_SFF_SEP_13_2024_14,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470655532,false
2420,4257,1073,Gensol,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2021_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_MAY_27_2024_12_MOEVING_PIAGGIO_HAHB_OS,,0000000000000000000000000000000000000000000000000000000000000000,872E93EAAE917F0DFEE525FA447D7987A3F2EEE59B0159021E6B811838619933,74B0318603187F3D5DDD8B75C81F081610044163BA9A847B39A8AB57D5879F94,false,varashebkanthi@intellicar.in,1740470655625,false
2430,3868,1498,Metafin,VFD_INVT_GD200A_Default_2023_EV_AT,P15V7,AIRTEL,,LAFM_4G_P15V7_AUG_21_2023_18_S,,LAFC_INVT_FW_V1_1_4,,3D568B81AABB8FA705141F6D0FDFC4A6E9BA9E131F9FC2BC94BAF419D8E998B7,181134315C5B7EB4298D272526897ACA3C943821C73976B430034B87F858B05A,,false,varashebkanthi@intellicar.in,1740470655718,false
2440,2495,1152,DMT,BMS_Stefen_48V_Default_2022_EV_AT,P22V2,AIRTEL,,LAFM_4G_P22V2_AUG_21_2023_18_S,,LAFC_CAN_P22V2_OCT_05_2023_14,,E6B15C7371F12162B3D23862E54C057B88DFC8AC9642E0313775F78E2FBD2595,79C193F6A06ECBC6B8EA5A44E9EDDEE0F6D1A5AE987D0C95EA7F8BBAC17D2BE4,39CFAD7A16404474509DA73D5B82476C9A2FA23063F67D82324870CF83ACBD25,false,varashebkanthi@intellicar.in,1740470655810,false
2450,1717,820,IndusGo,Car_Maruti_Ignis_Default_2020_P_MT,SFF-V2,AIOT,,LAFMV2-2G_MC60-SFF-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_SFF_SEP_13_2024_14,,0000000000000000000000000000000000000000000000000000000000000000,8283DAD575B63A5621A69387614D4134A24F343743EF130D7B2945EBA1EB27A8,EC36DA3797FBF2948F5A4A45AF88A2E78C68991FA3287B531B3281ADB678CBC2,false,varashebkanthi@intellicar.in,1740470655902,false
2460,3015,1467,MBSI_LA5,Bike_Yamaha_MT 15_Default_2023_P_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470655996,false
2471,6717,1815,caryaire,BMS_caryaire_51.2V 100Ah_JBD 500_2024_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_AUG_05_2024_11_CHARGER_SENSE,,470855B023C431BEF84DE391B2E4B4713F162C135947E31C94F179968B68127A,6BF292AEE88F19358C95B9E21E97F8976BBFDC1FE59487A20F365ECDD9340A32,618B29A0EE05E2AB9DBB36CFF49AD8258DAE5FE8A3140142E5F8E216E8002AE7,false,varashebkanthi@intellicar.in,1740470656095,false
2481,165,1585,RoyalBrothers,Bike_Royal Enfield_Himalayan 452_Default_2024_P_MT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470656187,false
2491,3902,1418,EVM_secondarydevice,Car_Volkswagen_Ameo_Default_2016_D_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_3_1,,,41A9AD62CC53CD876B57893743BDFDDA05C0A6AAB12E3022ED2218038F3C3DD1,EE37E71BE2314ECBE71EBBE2E7D6BB7D89AF90376FA2F51E94C6144953CE1F73,false,varashebkanthi@intellicar.in,1740470656280,false
2501,4155,1382,PointO,BMS_Inverted_51.6V_Inverted_Daly_2023_EV_AT,P25V1,AIRTEL,,LAFM_4G_P25V1_AUG_30_2023_14_S,,LAFC_CAN_P25V1_SEP_05_2023_14,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,A595720B72D997EB32EE6B41A4F5E1CD0DDC8C142ED6426B77A84E4D8C0CB283,,false,varashebkanthi@intellicar.in,1740470656374,false
2512,2818,1473,MBSI_PVT_LTD,Bike_Suzuki_VStrom_SX 250_2022_P_MT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_SEP_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470656468,false
2330,1979,669,eTrio,eRickshaw_Etrio_TOURO MAX_Default_2020_EV_AT,P25V3,AIOT,,LAFMV2-4G_EC200UCN-P25V3-F1V7-MAY_13_2024_20-DNS-AIOT,,LAFC_CAN_FW_V2_4_0_HWV2_TEST_4,,0000000000000000000000000000000000000000000000000000000000000000,532F70C8FA44FC68F8099444BEB99C4C4724FC6E601769377160BA59BBBD7FFB,4970480B8B6066FC586ADFDDB85BDA05BBAB34A7C934B7D4CD8EDECF3F377D5B,false,varashebkanthi@intellicar.in,1740470654793,false
2339,4410,0,EOLTest_Pass_2024,____0__,P25V9,AIOT,,LAFMV2-4G_EC200UCN-P25V9-F1V9-AUG_17_2024_11-DNS-AIOT,,LAFC_CAN_P25V9_SEP_13_2024_14,,ED5F816F2933FC93623AD2DCB5978CD7359F000B81C18993D1F12F51E55505D0,3DD26C91305349A0F2E46F5C9E7E3AF7FF4FF7F6D96BCAB01DF22CA6B75EA3FC,CC7BFD73BA460D2724CB828D920077B419BB274A068B9DFF4B397C8ABED04CE2,false,varashebkanthi@intellicar.in,1740470654883,false
2348,2208,1376,Livguard,BMS_Livguard_BMS_White_Knight_14S_48V_60A_V4_2023_EV_-,SFF-V2,AIOT,,LAFMV2-2G_MC60-SFF-F1V7-MAY_13_2024_20-DNS-AIOT,,LAFC_CAN_2G_SFF_MAY_23_2024_17,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,A60AD184EC6D32E3C27E5D0BE6319BBA4A615BAF77086ED1FB78C62AE2C3E904,4EF9DCD3C1919764ED1110965695E39A5043DB391162BDD95DDF74FFADBC2CF0,false,varashebkanthi@intellicar.in,1740470654974,false
2358,3230,1206,Blusmart,Car_Tata_Xpress -T_Electra_2022_EV_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CANIO_P25V6_P30V1_SEP_18_2024_18_BLU_TIGOR_KLE_HAHB_OS,,0000000000000000000000000000000000000000000000000000000000000000,E31B72F12159FA54021CD37F4977B6D395E2027CF3E424F4AF9B334028C56815,9B10DB35F4510A5509955DC9DB5A5047AE88616A8DE2D6CB432E8D35C2E2A86F,false,varashebkanthi@intellicar.in,1740470655066,false
2368,4546,1073,Stride,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2021_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_MAY_27_2024_12_MOEVING_PIAGGIO_HAHB_OS,,0000000000000000000000000000000000000000000000000000000000000000,872E93EAAE917F0DFEE525FA447D7987A3F2EEE59B0159021E6B811838619933,74B0318603187F3D5DDD8B75C81F081610044163BA9A847B39A8AB57D5879F94,false,varashebkanthi@intellicar.in,1740470655156,false
2379,3128,1250,stefen_electric,BMS_Stefen_48V_4G-250Kbps_2023_EV_AT,V22,AIRTEL,,LAFMV2-4G_EC200UCN-V22-F1V1-JAN_04_2023_12-S,,LAFC_CAN_4G_V2_2_FEB_07_2024_19,,E6B15C7371F12162B3D23862E54C057B88DFC8AC9642E0313775F78E2FBD2595,50D4B508AFC45F691D6127BD8519350406CB66106A10F2E31BD0FA4604289E81,44B388B38E4F84443339B75D311CA9EFBA5E47DC625888DE88A9879A1B9B57DE,false,varashebkanthi@intellicar.in,1740470655249,false
2389,5196,0,Redon_Lithium,____0__,P25V9,AIOT,,LAFMV2-4G_EC200UCN-P25V9-F1V8-JUN_14_2024_17-DNS-AIOT,,LAFC_CAN_P25V9_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,3D65C2920993C2587024FDC78A817671E58801F518090609EF47A67B16F51371,15F1A46751F17156B8D86C8E356524A37906121FA4A5C19C370A9CB9D19E310B,false,varashebkanthi@intellicar.in,1740470655340,false
2399,2541,1546,Upgrid_Mobility,BMS_Trontek_51V_Battery Smart 500K Protocol_2024_EV_AT,P22V5,AIOT,,LAFMV2-4G_EC200UCN-P22V5-F1V7-MAY_13_2024_20-DNS-AIOT,,LAFC_CAN_P22V5_MAY_23_2024_17,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,4596762217C282FCE31DD258525A15BBCCD73627A6C0ED937B4E90A8F76D5F8A,9ACD4C1B2E689472A46D541719FF1288ED4A4A7FBED9EE9F186011F967843F44,false,varashebkanthi@intellicar.in,1740470655431,false
2409,2023,1835,Greenfuel,BMS_Greenfuel_GF11_GCE125_2025_EV_AT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V12_OCT_03_2024_12,,0000000000000000000000000000000000000000000000000000000000000000,5DFE9CC4161B4F95E0D0FAB9C2889A0928AA39E22F21DD02AE79FDE5A54BCB75,FCFE73C94DE9A89017590092950344BC347E195451B7B04344549A7765BF45BE,false,varashebkanthi@intellicar.in,1740470655522,false
2419,2938,671,FAE_Bikes,eBike_test_test_Default_2020_EV_AT,P25V3,AIOT,,LAFMV2-4G_EC200UCN-P25V3-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_FW_V2_4_0_HWV2_TEST_4,,0000000000000000000000000000000000000000000000000000000000000000,09AB9C1460D7E4BEE28B36A7F036DD35FDFA3D59C3E87A1EF7CFB2FDC634B623,F00F869DFD2A5DE385D4F9AC47E52501173A8AA59C9E4EF55A7DE41ACDF6248C,false,varashebkanthi@intellicar.in,1740470655613,false
2429,2862,1448,E_ChargeUp,BMS_Greenfuel_48V_Electrifuel_V1_2023_EV_AT,P25V1,AIRTEL,,LAFMV2-4G_EC200UCN-P25V1-F1V1-JAN_04_2023_12-S,,LAFC_CAN_P25V1_OCT_05_2023_14,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,D68DBBF7B831372564254480E966B29612587DFE32BF13658FFEEF6A4EFCF295,4710F90C4D94FEA5159C7D823133D536CB7D86E4B77B9238240FF3BE4BB38441,false,varashebkanthi@intellicar.in,1740470655704,false
2439,3902,1345,EVM_secondarydevice,Car_Volkswagen_Vento_Default_2020_P_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_4_0,,,41A9AD62CC53CD876B57893743BDFDDA05C0A6AAB12E3022ED2218038F3C3DD1,EE37E71BE2314ECBE71EBBE2E7D6BB7D89AF90376FA2F51E94C6144953CE1F73,false,varashebkanthi@intellicar.in,1740470655794,false
2449,2938,671,FAE_Bikes,eBike_test_test_Default_2020_EV_AT,P25V6,AIRTEL,,LAFM_4G_P25V6_SEPT_12_2023_10_S,,LAFC_CAN_P25V6_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470655886,false
2459,2023,539,Greenfuel,BMS_Greenfuel_48V_V1_2019_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_AUG_05_2024_11_CHARGER_SENSE,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,A068D60FBF78F2D37AA705B18044552588ECF0391AC17F17B57CC5F0DD5B6AED,86C297A31C8628E7BE35B371D38A529184E4C120AEB5F2A17752B5093ACD4E2B,false,varashebkanthi@intellicar.in,1740470655977,false
2469,2541,1454,Upgrid_Mobility,BMS_Stefen_48V_Superpower_Default_2023_EV_AT,V23,AIOT,,LAFMV2-4G_EC200UCN-V23-F1V7-MAY_13_2024_20-DNS-AIOT,,LAFC_CAN_V2_3_SEP_13_2024_14,,B3DC29E13E7E6E735DE03B60E9C4C5453C43B26F9FB658258DDA7E3CADB2FC70,6D0A00201627DBC3432C23A6A588E3AC9C1BF57F59EAB3A5E3A6B007DC98F81B,C20BF6BDB3E6A761D157A215A6585F2C148EF15D0C0F5FDC0306F6FD00D6ED6C,false,varashebkanthi@intellicar.in,1740470656069,false
2479,5293,1149,BS_Devices_Simsterminated,BMS_Inverted_48V_V1_2022_EV_AT,SFF-V2,AIOT,,LAFMV2-2G_MC60-SFF-F1V9-AUG_17_2024_11-DNS-AIOT,,LAFC_CAN_2G_SFF_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,50D4B508AFC45F691D6127BD8519350406CB66106A10F2E31BD0FA4604289E81,44B388B38E4F84443339B75D311CA9EFBA5E47DC625888DE88A9879A1B9B57DE,false,varashebkanthi@intellicar.in,1740470656162,false
2489,398,1093,tork,eBike_TORK_Kratos_Default_2021_EV_AT,V26,AIRTEL,,LAF_V2_6_OCT21_15_11_2022_05_P,,LAFC_CAN_FW_V2_4_0,,,9AAB0134B4FB1C1F99B21FBEA3FBB41DC3FA03593CA9EFDE01E859CD1253CFD7,1296A60CD6C745CEDFB176AA5C001CD9E96534666D325B2BBC6FE8790633F431,false,varashebkanthi@intellicar.in,1740470656255,false
2499,1822,1273,Amplus,eBike_Quantum_Bziness_EV_2023_EV_AT,P25V3,AIOT,,LAFMV2-4G_EC200UCN-P25V3-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V3_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,A35F827620C6B3EEB64C04909105ED2F260F21A1F07012FA2D14EA3F73ACE218,B499607673D03D0DF7CBC425E60773A3C9722905F129FA08C43D71C2A2C885A1,false,varashebkanthi@intellicar.in,1740470656345,false
2509,5293,1777,BS_Devices_Simsterminated,BMS_Battrixx_48v_Superpower_Default_2024_EV_AT,P22V2,AIRTEL,,LAFM_4G_P22V2_JUL_10_2023_17_S,,LAFC_P22V2_1P_V2_4_1_TEST,,,4C6C98F1EB63705E93E69E5BE2DEC3F93AB2EAC1DAFA0927F4C93866C7C78738,E1A8AE7674A46DCB54E6A02B7192208115F7B63DE5F5C86542C3EDED7A6AA673,false,varashebkanthi@intellicar.in,1740470656436,false
2349,4410,1245,EOLTest_Pass_2024,Car_MG_zs EV_Exclusive_2022_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,62042648B1A9752B80E74EFAF48FCD83A97F86F0F4400922383A4D221B386CB1,9547BAC04BF8D8C907C4C83A9888FEDC1B42DC146EB00EB52FABD9533CF4B231,false,varashebkanthi@intellicar.in,1740470654974,false
2360,165,1467,RoyalBrothers,Bike_Yamaha_MT 15_Default_2023_P_AT,P25V3,AIOT,,LAFMV2-4G_EC200UCN-P25V3-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V3_FEB_07_2024_19,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470655069,false
2371,2818,1515,MBSI_PVT_LTD,eBike_BGauss_C12_i Max_2024_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_SEP_13_2024_14,,0000000000000000000000000000000000000000000000000000000000000000,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470655164,false
2381,4257,1181,Gensol,Car_Tata_Xpress -T_Ziptron_2022_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CANIO_P25V1_P30V1_SEP_18_2024_18_BLU_TIGOR_KLE_HAHB_OS,,0000000000000000000000000000000000000000000000000000000000000000,96B315DEC41DC37DB438C816B4647B26ECC41CDA5FBF288919E59F9DE72BD2F9,AB19F3463648DC852924194F37F835904743859C131AD61D5140B7797CD151DD,false,varashebkanthi@intellicar.in,1740470655258,false
2391,3051,0,virya_mobility,____0__,P25V3,AIOT,,LAFMV2-4G_EC200UCN-P25V3-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V3_SEP_13_2024_14,,0000000000000000000000000000000000000000000000000000000000000000,B6B2DB7668C86550F8684D4B995087E8BA2DD23B04114DFAA81A0D19FAB2A592,55952FDA8947146521520581549065FFEEDA4BFA92C1371F7AF108136A5F5354,false,varashebkanthi@intellicar.in,1740470655352,false
2401,2862,1790,E_ChargeUp,BMS_Eastman_51V105 Ah_JBD 16S 60A_2024_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_SEP_13_2024_14,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,39717892C3D6DB2BFA9813D6F303010EC81BCD28580D1FED433616E0D9CA2BEA,20C25EE720A08C1519DC573C9618BE5B91D16F53EDF614477B052DF8A1C6F75B,false,varashebkanthi@intellicar.in,1740470655447,false
2411,3664,490,Vgoocars,Car_Maruti_Wagonr_VXI_2019_P_AMT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_2_2,,,D6340F855C922D1B472358D750761252FF5E21D53401111180713FD903DA9CD8,216F06ABE3ECB2C7F589D162F0A95F59A74411F2244DA502AC1D63E146897209,false,varashebkanthi@intellicar.in,1740470655541,false
